Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills
Succeed in Lotto Even if You Don't Know Where to Start!,,All Levels,,https://www.udemy.com/succeed-in-lotto-even-if-you-dont-know-where-to-start/,,Business Finance
CFA Corporate Finance Level 2,,All Levels,,https://www.udemy.com/advanced-capital-budgeting-techniques/,,Business Finance
Pin Bars: The Most Powerful Forex Trading Signal,,All Levels,,https://www.udemy.com/make-money-in-forex-using-pin-bars/,,Business Finance
Stock Options Trades Using Interactive Brokers,,Intermediate Level,,https://www.udemy.com/stock-options-trades-using-interactive-brokers/,,Business Finance
Introduction to Options - Strategies For Consistent Profits,,All Levels,,https://www.udemy.com/introduction-to-options-start-trading-now/,,Business Finance
Risk in Forex Transactions - for CA / CS / CFA exams,,All Levels,,https://www.udemy.com/forex-risks/,,Business Finance
Basics of Business Statistics (College Level),,All Levels,,https://www.udemy.com/statistics-for-accounting-and-finance-professionals/,,Business Finance
"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",,Beginner Level,,https://www.udemy.com/trading-seasonal-price-patterns-in-stocks-futures-forex/,,Business Finance
Interpreting Financial Statements,,Beginner Level,,https://www.udemy.com/financialstatements/,,Business Finance
Introduction to Bookkeeping (Accounting),,Beginner Level,,https://www.udemy.com/introduction-to-bookkeeping/,,Business Finance
CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,,Intermediate Level,,https://www.udemy.com/advanced-credit-spreads/,,Business Finance
Investment Banking: How to Land a Job on Wall Street,,All Levels,,https://www.udemy.com/how-to-land-a-job-on-wall-street/,,Business Finance
Learn To Invest In Index Funds and ETFs In 7 Easy Steps,,All Levels,,https://www.udemy.com/invest-in-index-funds-and-etfs-in-7-easy-steps/,,Business Finance
Financial modeling: Build a multiples valuation model,,All Levels,,https://www.udemy.com/how-to-do-a-multiples-based-valuation-of-a-company/,,Business Finance
Trade Recap I - A Real Look at Futures Options Markets,,Beginner Level,,https://www.udemy.com/d-levels-trade-recap-jan-17th-feb-5th-2014/,,Business Finance
Advanced Stock Options for Serious Equity Investors!,,Expert Level,,https://www.udemy.com/bullet-proof-options-controlled-leverage-investing-secrets/,,Business Finance
Trading Binary Options for Fun and Profit,,All Levels,,https://www.udemy.com/trading-binary-options-for-fun-and-profit/,,Business Finance
CFA: Fast Track your career in Finance,,Beginner Level,,https://www.udemy.com/cfapreparebetter/,,Business Finance
How to be a Profitable Forex Trader,,All Levels,,https://www.udemy.com/making-money-in-forex-market/,,Business Finance
Excel Dashboard - Interactive Excel Dashboard and Charts,,All Levels,,https://www.udemy.com/interactive-charts-in-excel/,,Business Finance
Accounting 101: Learn Business Finance Forecasting in 60mins,,All Levels,,https://www.udemy.com/cashflow-forecasting-made-easy-learn-it-in-40-mins/,,Business Finance
The Securities Trade Lifecycle,,All Levels,,https://www.udemy.com/the-securities-trade-lifecycle/,,Business Finance
Double your Forex Account using the MAGIC MA trading robot,,Intermediate Level,,https://www.udemy.com/double-your-forex-account-using-the-magic-ma-robot/,,Business Finance
Technical Analysis 101: How to Profit During Market Crashes,,All Levels,,https://www.udemy.com/profit-from-stock-market-crashes-the-short-selling-strategy/,,Business Finance
Advanced Accounting for Investment Banking,,Intermediate Level,,https://www.udemy.com/advanced-accounting-for-investment-banking/,,Business Finance
Investing In Stocks With 10 Simple Rules,,All Levels,,https://www.udemy.com/value-investing-rules/,,Business Finance
Venture Capital. What is it and Why it Matters to You!,,All Levels,,https://www.udemy.com/venture-capital-sector-overview-what-is-it-and-why-it-matters-to-you/,,Business Finance
Cash Flow Valuation: Develop Your Financial Literacy,,All Levels,,https://www.udemy.com/financial-literacy-basics/,,Business Finance
Direction-Independ Trading - Elite Forex Traders  Strategy,,All Levels,,https://www.udemy.com/direction-independ-trading-elite-traders-forex-strategy/,,Business Finance
How to Become a Financial Analyst from Scratch!,,Beginner Level,,https://www.udemy.com/become-a-financial-analyst-from-scratch-n1/,,Business Finance
First Steps to Trading the Forexmarkets : Technical Analysis,,Beginner Level,,https://www.udemy.com/first-steps-to-trading-the-forexmarkets-technical-analysis/,,Business Finance
Financial analysis: Compare performance of companies,,All Levels,,https://www.udemy.com/financial-performance-analysis/,,Business Finance
Forex for Beginners: Easy Forex Trading for Beginners,,Beginner Level,,https://www.udemy.com/forex-for-beginners-easy-forex-trading-for-beginners/,,Business Finance
Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),,Beginner Level,,https://www.udemy.com/crowdfund-investing-101-the-basics-of-equity-crowdfunding/,,Business Finance
Read financial statements like a pro,,Intermediate Level,,https://www.udemy.com/read-financial-statements-in-5-minutes/,,Business Finance
10 Numbers Every Business Owner Should Know,,All Levels,,https://www.udemy.com/10-numbers-every-business-owner-should-know/,,Business Finance
Learn How To Trade Gold In 2017,,All Levels,,https://www.udemy.com/learn-how-to-trade-gold-in-2017/,,Business Finance
IAS 18 - Revenue,,All Levels,,https://www.udemy.com/ias-18-revenue/,,Business Finance
Forex Trading: The High ROI Forex Trading End of Day Course,,Intermediate Level,,https://www.udemy.com/the-high-roi-forex-trading-end-of-day-course/,,Business Finance
Fundraise the Simplified Way: A Crowdfunding Blueprint,,All Levels,,https://www.udemy.com/fundraise-the-simplified-way-a-crowdfunding-blueprint/,,Business Finance
Fundamentals of Accounting for Business Owners,,Beginner Level,,https://www.udemy.com/fundamentals-of-accounting-for-business-owners/,,Business Finance
Practical Financial Statement Analysis,,All Levels,,https://www.udemy.com/practical-financial-statement-analysis/,,Business Finance
Forex Management - Detailed Study for CA / CS / CFA Exams,,All Levels,,https://www.udemy.com/international-finance-a-comprehensive-study/,,Business Finance
Financial Statement Review 101:  How to Find Errors,,Beginner Level,,https://www.udemy.com/financial-statement-review-101-how-to-find-errors/,,Business Finance
Professional Risk Manager (PRM) Certification: Level 1,,All Levels,,https://www.udemy.com/professional-risk-manager-prm-certification-level-1/,,Business Finance
International Tax  - Tax Beyond boundaries,,All Levels,,https://www.udemy.com/international-tax-course-intermediate-level/,,Business Finance
The Complete Financial Statement Analysis Course,,Beginner Level,,https://www.udemy.com/the-complete-financial-statement-analysis-course/,,Business Finance
Advanced Excel functions,,All Levels,,https://www.udemy.com/advanced-excel-functions-to-analyze-large-data/,,Business Finance
Penny Stocks Value & Chart Pattern Trading (2 Course Bundle),,Beginner Level,,https://www.udemy.com/basics-investing-penny-stocks-beginners-hot-best-penny-stocks-trading/,,Business Finance
Candlestick Analysis For Professional Traders,,Expert Level,,https://www.udemy.com/testing-candlesticks/,,Business Finance
Build A Career In Forex Trading- Learn Fundamental Analysis,,All Levels,,https://www.udemy.com/build-a-career-in-forex-trading-learn-fundamental-analysis/,,Business Finance
Financial Modeling: Build a Complete DCF Valuation Model,,All Levels,,https://www.udemy.com/learn-how-to-value-a-company-and-build-a-dcf-model/,,Business Finance
Hands-on Financial Modeling (With 6 Excel Templates),,Intermediate Level,,https://www.udemy.com/financial-modelling-in-excel/,,Business Finance
CAIIB Advanced Bank Management (Part I),,All Levels,,https://www.udemy.com/statistics-regression-analysis/,,Business Finance
Stock Market investment:Non financial fundamental analysis,,Beginner Level,,https://www.udemy.com/stock-market-investmentnon-financial-fundamental-analysis/,,Business Finance
Learn How to Play CashFlow Game,,Beginner Level,,https://www.udemy.com/learn-how-to-play-cashflow-game/,,Business Finance
Basics of Business Finance,,Beginner Level,,https://www.udemy.com/basics-of-business-finance/,,Business Finance
Accounting Made Easy 2,,Intermediate Level,,https://www.udemy.com/accounting-made-easy-2/,,Business Finance
"Bitcoin: el futuro del dinero, hoy",,Intermediate Level,,https://www.udemy.com/bitcoin-el-futuro-del-dinero-hoy/,,Business Finance
Aprende a invertir practicando,,All Levels,,https://www.udemy.com/aprende-a-invertir-practicando/,,Business Finance
Trading con retrocesos de Fibonacci,,All Levels,,https://www.udemy.com/trading-con-retrocesos-de-fibonacci/,,Business Finance
Mit Finanzwissen zu besserem Unternehmertum,,Beginner Level,,https://www.udemy.com/mit-finanzwissen-zu-besserem-unternehmertum/,,Business Finance
Como hacer empresa en 10 sesiones prácticas,,Intermediate Level,,https://www.udemy.com/finanzas-para-principiantes/,,Business Finance
المحاسبة للإداريين و غير المحاسبين,,Beginner Level,,https://www.udemy.com/accounting-for-non-accountants-trendcast/,,Business Finance
株式投資で本当のファンダメンタル分析ができるようになる,,All Levels,,https://www.udemy.com/jun-sakai-trading-course3/,,Business Finance
Curso de Trading práctico basado en casos reales,,All Levels,,https://www.udemy.com/trading-practico/,,Business Finance
Curso Avanzado de Trading,,All Levels,,https://www.udemy.com/curso-avanzado-de-trading/,,Business Finance
สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,,All Levels,,https://www.udemy.com/binary-options-for-thai/,,Business Finance
MQL4 Tutorial Golden Goose,,Beginner Level,,https://www.udemy.com/mql4-tutorial-golden-goose-trading-tutorial/,,Business Finance
Análise de Concessão de Crédito,,All Levels,,https://www.udemy.com/estacio-analise-de-concessao-de-credito/,,Business Finance
Technical Analysis Using Elliott Wave Theory,,All Levels,,https://www.udemy.com/technical-analysis-using-elliott-wave-theory/,,Business Finance
The Basics Of Volume Analysis,,All Levels,,https://www.udemy.com/volume-analysis-basis/,,Business Finance
Crash Course on Cost of Capital and Capital Structuring,,All Levels,,https://www.udemy.com/crash-course-on-cost-of-capital-and-capital-structuring/,,Business Finance
Business Accounting Made Easy,,Beginner Level,,https://www.udemy.com/accounting-level-1-course/,,Business Finance
Build a DCF Model from Scratch,,All Levels,,https://www.udemy.com/build-a-dcf-model/,,Business Finance
"Multiply your returns using 'Value Investing"",https://www.udemy.com/multiply-your-returns-using-value-investing/,true,20,1942,19,63,All Levels,4.5 hours,2015-07-23T00:08:33Z
874284,Weekly Forex Analysis by Baraq FX""",,All Levels,,https://www.udemy.com/weekly-forex-analysis-by-baraq-adnan/,,Business Finance
Technical Analysis - A practical approach for trade entry,,Expert Level,,https://www.udemy.com/learn-technical-analysis/,,Business Finance
Mastering Technical Analysis : Maximizing Trading Profits,,All Levels,,https://www.udemy.com/mastering-technical-analysis/,,Business Finance
The Complete Guide to Professional Trading with Elliott Wave,,All Levels,,https://www.udemy.com/practical-trading-trade-stocks-forex-with-elliott-wave/,,Business Finance
A Complete Guide to Becoming a Trader on the Forex Market,,All Levels,,https://www.udemy.com/make-a-living-with-forex/,,Business Finance
Stock Market for Beginners - Complete Starter Toolkit,,Intermediate Level,,https://www.udemy.com/complete-stock-market-starter-toolkit-for-beginners/,,Business Finance
Beginners Binary Options Course,,Beginner Level,,https://www.udemy.com/beginners-binary-options-trading-course/,,Business Finance
Technical Analysis 101: Secrets of Trading Revealed,,All Levels,,https://www.udemy.com/secrets-of-stock-market-trading-revealed/,,Business Finance
Forex: What's a Trend and When it is Strong and Reliable,,Intermediate Level,,https://www.udemy.com/forex-whats-a-trend-strong-and-reliable/,,Business Finance
Volatility Trading Analysis with R,,Expert Level,,https://www.udemy.com/volatility-trading-analysis-with-r/,,Business Finance
How To Profit From Stock Market Volatility,,All Levels,,https://www.udemy.com/how-to-trade-stock-market-volatility/,,Business Finance
Awaken the Accountant in You | Master the Accounting Basics,,Beginner Level,,https://www.udemy.com/enlightened-accountant-master-accounting-basics-in-no-time/,,Business Finance
WE WILL PAY YOU TO TRADE WITH US,,All Levels,,https://www.udemy.com/trade-forex-the-professional-way-by-trading-live-with-us/,,Business Finance
